Country,FlagCode,OrgName,OrgFullName,OrgLogoUrl,Type,Category,StartYear,EndYear,Title,Description,SourceUrl,SourceDate,Status
European Union,EU,Europol,European Union Agency for Law Enforcement Cooperation,,Milestone,Guidance,2025,2025,QSFF Call to Action,Europol Quantum Safe Financial Forum publishes call to action. Notes 86% of executives unprepared.,https://www.europol.europa.eu/publications-events/publications/quantum-safe-financial-forum-call-to-action,2025-02-07,New
European Union,EU,NIS CG,NIS Cooperation Group,,Milestone,Policy,2025,2025,EU PQC Survey Launched,"NIS Cooperation Group PQC Work Stream launches public survey to gather feedback on Coordinated Implementation Roadmap. Feedback deadline September 29, 2025.",https://digital-strategy.ec.europa.eu/en/news/survey-eu-roadmap-post-quantum-cryptography,2025-08-11,New
European Union,EU,ECCG,European Cybersecurity Certification Group,,Milestone,Guidance,2025,2025,Agreed Cryptographic Algorithms v2,ECCG publishes Agreed Cryptographic Algorithms version 2 (May 2025) with PQC guidance. Recommends PQ/T hybrid schemes and adjusted symmetric key lengths.,https://pqshield.com/pqc-transition-roadmaps-and-guidance/,2025-05-01,New
European Union,EU,EC,European Commission,,Milestone,Deadline,2026,2026,Member State Strategy Initiation,All EU Member States should initiate national PQC transition strategies by end of 2026.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated
European Union,EU,EC,European Commission,,Milestone,Deadline,2030,2030,High-Risk Systems Secured,Critical infrastructure and high-risk systems secured with PQC by 2030.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated
European Union,EU,EC,European Commission,,Milestone,Deadline,2035,2035,Full EU PQC Transition,Complete PQC transition for all feasible systems across EU member states.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2022,2022,Initial PQC Position Paper,"ANSSI publishes initial position paper on post-quantum cryptography transition, mandating hybrid approach.",https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Validated
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2023,2023,PQC Position Paper Follow-up,ANSSI publishes follow-up position paper with updated guidance on hybridization requirements.,https://cyber.gouv.fr/sites/default/files/document/follow_up_position_paper_on_post_quantum_cryptography.pdf,2023-12-01,Validated
France,FR,ANSSI/BSI/NLNCSA/SE,"ANSSI, BSI, NLNCSA, Swedish Armed Forces",,Milestone,Guidance,2024,2024,Joint QKD Position Paper,"ANSSI with BSI, NLNCSA, and Swedish NCSA publish joint Position Paper on Quantum Key Distribution. Recommends prioritizing PQC over QKD. January 26, 2024.",https://cyber.gouv.fr/en/actualites/uses-and-limits-quantum-key-distribution,2024-01-26,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Research,2024,2024,PQC Market Studies Published,"ANSSI publishes two market studies on PQC readiness among French cybersecurity ecosystem (developers and consultants). Findings show significant preparedness gaps. November 25, 2024.",https://cyber.gouv.fr/actualites/lanssi-partage-deux-etudes-de-marche-sur-la-cryptographie-post-quantique-menees-aupres,2024-11-25,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Phase,Migration,2024,2025,Phase 1 - Pre-Quantum Security,Mandatory pre-quantum security measures; PQC implementation optional but encouraged.,https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Validated
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Certification,2025,2025,Cryptographic Accreditation Doctrine Updated,ANSSI Centre de Certification National (CCN) updates cryptographic accreditation doctrine to include PQC evaluation requirements. March 2025.,https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-03-01,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Certification,2025,2025,CEA-Leti CESTI PQC Accreditation,"CEA-Leti becomes first CESTI (evaluation center) accredited by ANSSI to evaluate PQC solutions. September 29, 2025.",https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-09-29,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Certification,2025,2025,First PQC Security Visas Issued,ANSSI issues first French PQC security certifications: Thales Smartcard MultiApp 5.2 Premium PQC (Sept 29) and Samsung S3SSE2A microcontroller (Oct 1). Both include lattice-based algorithms.,https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-10-16,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2025,2025,PQC FAQ Published,"ANSSI publishes comprehensive PQC FAQ covering algorithm recommendations (ML-KEM, ML-DSA, FN-DSA, SLH-DSA), hybridization requirements, and transition timeline. October 2025.",https://cyber.gouv.fr/cryptographie-post-quantique-faq,2025-10-07,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2025,2025,PG-083 Cryptographic Guide Update (Planned),ANSSI plans to update Guide des mécanismes cryptographiques (PG-083) and algorithm selection guide to include PQC by end of 2025.,https://cyber.gouv.fr/cryptographie-post-quantique-faq,2025-10-07,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Phase,Migration,2025,2030,Phase 2 - Hybridization Required,Hybrid cryptography (classical + PQC) required for systems requiring post-quantum security assurance.,https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Validated
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2026,2026,IPsec DR Referential Update (Planned),ANSSI plans revision of IPsec DR referential to include PQC requirements. Expected 2026.,https://cyber.gouv.fr/cryptographie-post-quantique-faq,2025-10-07,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Deadline,2027,2027,PQC Qualification Requirement,"PQC integration mandatory for cryptographic solutions entering ANSSI qualification process, at least for certain product types. Starting 2027.",https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-10-16,New
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Phase,Migration,2030,2035,Phase 3 - Standalone PQC Optional,"Standalone PQC becomes optional (not mandatory). Note: 2030 is when PQC alone becomes acceptable, not required.",https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Corrected
G7,G7,G7 CEG,G7 Cyber Expert Group,,Milestone,Policy,2024,2024,G7 Statement on Quantum Computing,"G7 issues statement on planning for opportunities and risks of quantum computing for cybersecurity, September 25, 2024.",https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-25,Validated
GSMA,INT,GSMA,GSM Association,,Milestone,Guidance,2024,2024,PQ.03 v2.0 Guidelines,GSMA Post Quantum Telco Network Task Force publishes PQ.03 v2.0 covering telecom use cases (October 2024).,https://www.gsma.com/solutions-and-impact/technologies/security/gsma_resources/post-quantum-telco-network-impact-assessment-guidelines/,2024-10-01,New
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Policy,2024,2024,EU Joint Statement on PQC,"BSI initiates joint statement with 18 EU member states (later 21) urging PQC transition, November 27, 2024.",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Crypto/PQC-joint-statement.pdf,2024-11-27,Validated
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Guidance,2025,2025,TR-02102-1 PQC Update,BSI publishes Version 2025-01 of TR-02102-1 with significant PQC recommendations including ML-KEM and ML-DSA.,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/quantentechnologien-und-post-quanten-kryptografie.html,2025-01-01,Validated
Germany,DE,BSI/Bundesdruckerei,BSI with Bundesdruckerei and G+D,,Milestone,Testing,2025,2025,Quantum-Secure ID Card Demonstrator,"World's first functional quantum-secure ID card demonstrator unveiled November 10-11, 2025 with BSI, Bundesdruckerei, G+D, Infineon.",https://www.gi-de.com/en/about-us/press/press-releases/germany-sets-new-standards-for-secure-id-documents-in-the-quantum-computing-era,2025-11-10,Validated
Germany,DE,BSI/DLR,BSI with German Aerospace Center,,Milestone,Research,2025,2025,QUANTITY Initiative Launched,BSI and DLR launch QUANTITY initiative in March 2025 focusing on quantum cryptanalysis to strengthen algorithm selection and validate PQC security.,https://www.postquantumcryptography.de/publications/bsi-compliant-pqc.html,2025-03-01,New
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Deadline,2030,2030,Critical Applications PQC,Most sensitive and critical applications should be PQC-protected by end of 2030.,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/quantentechnologien-und-post-quanten-kryptografie.html,2024-01-01,Validated
India,IN,TEC,Telecommunication Engineering Centre,,Milestone,Guidance,2025,2025,TEC Technical Report Published,"TEC publishes Technical Report TEC 910018:2025 on Migration to Post-Quantum Cryptography, January 2025.",https://www.tec.gov.in/pdf/TR/Final%20technical%20report%20on%20migration%20to%20PQC%2028-03-25.pdf,2025-01-01,New
India,IN,CERT-In,Indian Computer Emergency Response Team,,Milestone,Guidance,2025,2025,BOM Guidelines Expanded,CERT-In expands Bill of Materials requirements to include Cryptographic BOM (CBOM) and Quantum Readiness BOM (QBOM).,https://www.cert-in.org.in/,2025-01-01,New
International,INT,PQCC,Post-Quantum Cryptography Coalition,,Milestone,Guidance,2025,2025,PQC Migration Roadmap Published,"PQCC publishes comprehensive PQC Migration Roadmap in May 2025 with four-category framework: Preparation, Baseline Understanding, Planning and Execution, Monitoring and Evaluation.",https://pqcc.org/post-quantum-cryptography-migration-roadmap/,2025-05-01,New
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Guidance,2022,2022,PQC Readiness Guide Published,Organizational Cyber Readiness to the Post-Quantum Age guidance published January 2022.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2022-01-01,Validated
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Policy,2025,2025,National Cybersecurity Strategy 2025-2028,INCD publishes National Cybersecurity Strategy including quantum threat mitigation provisions.,https://www.gov.il/en/departments/incd/govil-landing-page,2025-02-01,New
Israel,IL,BOI,Bank of Israel,,Milestone,Regulation,2025,2025,Banking PQC Directive,"Bank of Israel issues Directive Letter 202501EN (January 7, 2025) requiring financial institutions to manage quantum risk.",https://www.boi.org.il/en/,2025-01-07,Validated
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Deadline,2025,2025,Government Threat Assessment,All government ministries must complete quantum threat assessment and require PQC in new contracts by end of 2025.,https://www.ynetnews.com/business/article/h1srzlgqkl,2025-01-01,New
Israel,IL,INCD/BOI,Israel National Cyber Directorate / Bank of Israel,,Phase,Discovery,2025,2027,Inventory & Planning Phase,"Organizations create cryptographic inventory, add PQC to contracts, develop initial plans.",https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-01-01,Validated
Italy,IT,ACN,Agenzia per la Cybersicurezza Nazionale,,Milestone,Guidance,2024,2024,PQC Guidance Published,ACN publishes 'Crittografia Post-Quantum e Quantistica: Preparazione alla Minaccia Quantistica' guidance.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-07-01,Validated
Japan,JP,CRYPTREC,Cryptographic Research and Evaluation Committees,,Milestone,Guidance,2022,2022,PQC Guideline GL-2004-2022,CRYPTREC publishes Guidelines for Post-Quantum Cryptography technical guidance.,https://www.cryptrec.go.jp/en/,2022-01-01,Validated
Japan,JP,NEDO,New Energy and Industrial Technology Development Organization,,Phase,Research,2024,2026,K Program PQC Research,NEDO K Program research on PQC implementation technologies. Final standardization documents due 2026.,https://pqshield.com/pqshield-announces-participation-in-nedo-program-to-implement-post-quantum-cryptography-across-japan/,2024-07-01,Validated
Japan,JP,NISC,National center of Incident readiness and Strategy for Cybersecurity,,Phase,Discovery,2024,2026,PQC Migration Planning,"Following NIST standardization, focusing on lattice-based and hash-based algorithms. CRYPTREC preparing detailed guidelines.",https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-03-02,Validated
Japan,JP,METI/NISC,METI and NISC,,Milestone,Policy,2025,2025,Cybersecurity Industry Policy Package,METI releases policy package for strengthening Japan's cybersecurity industry including PQC. METI and NISC establish shared vision for Software Bill of Materials in September 2025.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-03-01,New
Japan,JP,NEC/NICT,NEC with NICT and Toshiba,,Milestone,Implementation,2025,2025,QKD High-Speed Data Integration Demo,"NEC, NICT, and Toshiba unveil world's first integrated system for QKD and high-speed data transmission in large-capacity optical network. September 2025.",https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-09-16,New
Japan,JP,NISC,National center of Incident readiness and Strategy for Cybersecurity,,Phase,Migration,2026,2030,Critical Systems Migration,Target for migrating critical government systems. Dual-track approach: PQC and QKD technologies.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-10-06,Validated
NATO,NATO,NATO,North Atlantic Treaty Organization,,Milestone,Policy,2024,2024,Quantum Technologies Strategy,"NATO publishes first Quantum Technologies Strategy January 17, 2024 committing to PQC transition.",https://www.nato.int/cps/en/natohq/news_221601.htm,2024-01-17,New
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Milestone,Guidance,2024,2024,NZISM v3.8 Updated,New Zealand Information Security Manual updated with PQC guidance.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-01,Validated
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Phase,Discovery,2024,2026,Planning Phase,Organizations start planning for PQC transition.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-01,Validated
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Milestone,Guidance,2025,2025,NZISM v3.9 Published,NZISM Version 3.9 (November 2025) includes Section 2.4 on PQC preparation. 19 agencies implementing.,https://www.nzism.gcsb.govt.nz/,2025-11-01,New
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Phase,Migration,2026,2030,Transition Phase,Transition to PQC begins from 2026-27 across government agencies.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-01,Validated
Singapore,SG,CSA,Cyber Security Agency,,Milestone,Guidance,2022,2022,Initial PQC Guidance,CSA issues initial guidance on quantum computing threats and PQC preparation.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2022-01-01,Validated
Singapore,SG,MAS,Monetary Authority of Singapore,,Milestone,Regulation,2024,2024,Financial Services PQC Advisory,"MAS issues Circular MAS/TCRS/2024/01 requiring financial services to prepare PQC transition plan, February 20, 2024.",https://www.mas.gov.sg/regulation/circulars/technology-risk-advisory-on-quantum-resistant-cryptography,2024-02-20,Validated
Singapore,SG,CSA/MAS,Cyber Security Agency / Monetary Authority of Singapore,,Phase,Discovery,2024,2026,Financial Sector Planning,Financial services firms develop quantum risk management and PQC transition plans per MAS advisory.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-01-01,Validated
Singapore,SG,CSA,Cyber Security Agency,,Milestone,Guidance,2025,2025,Quantum-Safe Handbook Released,CSA releases Quantum-Safe Handbook and Quantum Readiness Index for public consultation at SICW 2025.,https://www.csa.gov.sg/resources/publications/quantum-safe-handbook-and-quantum-readiness-index/,2025-10-01,Validated
Singapore,SG,MAS,Monetary Authority of Singapore,,Milestone,Testing,2025,2025,Financial Sector QKD Sandbox Completed,"MAS completes QKD proof-of-concept sandbox (Sept 2024-March 2025). DBS, HSBC, OCBC, UOB tested QKD for settlement files. Generated 6.75M AES-256 keys/day per bank.",https://www.qnulabs.com/blog/singapore-quantum-threat-and-quantum-security-landscape,2025-03-01,New
South Korea,KR,NIS/KISA,National Intelligence Service / KISA,,Milestone,Standardization,2025,2025,KpqC Competition Results,"Korea Post-Quantum Cryptography Competition winners announced January 16, 2025: HAETAE, AIMer, SMAUG-T, NTRU+.",https://kpqc.cryptolab.co.kr/,2025-01-16,New
South Korea,KR,MSIT,Ministry of Science and ICT,,Phase,Migration,2025,2028,Pilot Transition Phase,Initial implementation period for PQC in government and critical sectors.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-01-01,New
South Korea,KR,MSIT,Ministry of Science and ICT,,Milestone,Deadline,2035,2035,Full PQC Roadmap Complete,Target completion of national PQC transition roadmap.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-01-01,New
Spain,ES,CCN,Centro Criptológico Nacional,,Milestone,Guidance,2022,2022,Four-Phase PQC Approach,CCN defines four-phase approach from today through post-2030. Recommends NIST algorithms and FrodoKEM.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2022-01-01,Validated
Spain,ES,CCN,Centro Criptológico Nacional,,Phase,Migration,2022,2030,PQC Transition Period,Four-phase approach implementation period.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2022-01-01,Validated
Taiwan,TW,MODA,Ministry of Digital Affairs,,Phase,Policy,2024,2029,Five-Year PQC Plan,Taiwan launches five-year PQC implementation plan targeting quantum-safe government systems.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-01-01,New
Taiwan,TW,MODA,Ministry of Digital Affairs,,Milestone,Deadline,2027,2027,Full Quantum-Safe Target,Target for full quantum-safe upgrades across government digital infrastructure.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-01-01,New
